municipio,target,epi_year,epi_week,familia,prob_alerta_proxima_janela,limiar_operacional,acima_limiar,faixa_predita,drivers,tipo_sinal,acao_sugerida,metodo,modelo_versao,risco_composto,positividade,tests,banda_absoluta,percentil_estadual,banda_percentil,banda_risco,criterio_banda,legenda_banda
CASCAVEL,infec_o_coloniza_o_bact_rias_cultura,2025,36,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CASTANHEIRA,hansen_ase_hansen_ase_teste_de_sensibilidade_genot_pico,2025,22,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_equipes_esf=72 (imp=0.0431); confianca_dado=0.912 (imp=0.00977); tests=1 (imp=0.00328),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PLANALTO DA SERRA,toxoplasmose_citomegalov_rus_igm,2026,30,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); indice_vulnerabilidade=0.531 (imp=0.0582); tests=1 (imp=0.00328); risco_composto=0.0531 (imp=0.052),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0531,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
TRES LAGOAS,leishmaniose,2026,18,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
TRES LAGOAS,sifilis,2024,47,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
TRES LAGOAS,toxoplasmose_chagas,2026,20,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVO SANTO ANTONIO,raiva_raiva,2026,11,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); indice_vulnerabilidade=2.07 (imp=0.0582); tests=4 (imp=0.00328); risco_composto=0.207 (imp=0.052),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.2067,0.0,4,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVO SANTO ANTONIO,toxoplasmose_citomegalov_rus_igm,2025,37,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_equipes_esf=24 (imp=0.0431); indice_vulnerabilidade=2.07 (imp=0.0582); risco_composto=0.207 (imp=0.052),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.2067,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVO SANTO ANTONIO,toxoplasmose_rub_ola_igm,2025,35,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_equipes_esf=24 (imp=0.0431); indice_vulnerabilidade=2.07 (imp=0.0582); risco_composto=0.207 (imp=0.052),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.2067,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVO SANTO ANTONIO,toxoplasmose_toxoplasmose_igm,2025,35,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_equipes_esf=24 (imp=0.0431); indice_vulnerabilidade=2.07 (imp=0.0582); risco_composto=0.207 (imp=0.052),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.2067,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CONCORDIA,toxoplasmose_toxoplasmose_avidez_igg,2025,38,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PLANALTO DA SERRA,toxoplasmose_citomegalov_rus_igg,2026,30,outros,0.0073,0.2,False,baixo,positividade=1 (imp=0.00957); positividade_trend=nan (imp=0.0859); indice_vulnerabilidade=0.531 (imp=0.0582); tests=1 (imp=0.00328); risco_composto=0.0531 (imp=0.052),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0531,1.0,1,Moderado,7.9,Baixo,Moderado,absoluto,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PINHEIRO,varicela_herpes_zoster_var_ola,2025,46,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PACARAIMA,var_ola_varicela_zoster_biologia_molecular,2025,14,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
MIRASSOL D''OESTE,sarampo_parvov_rus_b19_igg,2025,46,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
SAO JOSE DO XINGU,meningite,2026,13,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); indice_vulnerabilidade=1 (imp=0.0582); tests=3 (imp=0.00328); risco_composto=0.1 (imp=0.052),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.1004,0.0,3,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
SAO JOSE DO XINGU,sarampo_sarampo_igg,2024,46,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_equipes_esf=48 (imp=0.0431); indice_vulnerabilidade=1 (imp=0.0582); confianca_dado=0.694 (imp=0.00977),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.1004,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
SAO JOSE DO XINGU,sarampo_sarampo_igm,2024,46,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_equipes_esf=48 (imp=0.0431); indice_vulnerabilidade=1 (imp=0.0582); confianca_dado=0.694 (imp=0.00977),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.1004,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
SAO CARLOS,doen_as_sexualmente_transmitidas_pesquisa_de_multipat_genos_ist,2025,34,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
SAO FELIX DO ARAGUAIA,hiv,2025,24,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_leitos_total=764 (imp=0.0448); indice_vulnerabilidade=1.63 (imp=0.0582); confianca_dado=0.956 (imp=0.00977),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.1627,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
FIGUEIROPOLIS D''OESTE,meningite,2026,30,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
MIRASSOL D''OESTE,sarampo_parvov_rus_b19_igm,2025,46,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
MIRASSOL D''OESTE,sarampo_pesquisa_de_arbov_rus_zdc,2025,36,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
MIRASSOL D''OESTE,infec_o_coloniza_o_pesquisa_de_genes_de_resist_ncia,2025,40,outros,0.0073,0.2,False,baixo,tests_ma8=1 (imp=0.0755); tests=1 (imp=0.00328); positividade=0 (imp=0.00957); positividade_trend=0 (imp=0.0859); risco_composto=0 (imp=0.052),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
VIDEIRA,doen_as_sexualmente_transmitidas_pesquisa_de_multipat_genos_ist,2025,41,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
VIDEIRA,hiv,2025,42,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
APARECIDA DE GOIANIA,hansen_ase_hansen_ase_teste_de_sensibilidade_genot_pico,2024,46,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
COCALINHO,raiva_raiva,2025,23,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); cnes_leitos_total=408 (imp=0.0448); indice_vulnerabilidade=1.54 (imp=0.0582); risco_composto=0.154 (imp=0.052),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.154,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
COLATINA,leishmaniose,2025,34,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PALMEIRAS DE GOIAS,sarampo_sarampo_igm,2025,49,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PLACAS,infec_o_coloniza_o_pesquisa_de_genes_de_resist_ncia,2025,52,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PENTECOSTE,hansen_ase_hansen_ase,2024,48,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CHAPADAO DO SUL,raiva_raiva,2025,22,outros,0.0073,0.2,False,baixo,positividade=0 (imp=0.00957); positividade_trend=nan (imp=0.0859); tests=1 (imp=0.00328); risco_composto=0 (imp=0.052); notificacoes=0 (imp=0),predito,Manter rotina de vigilância laboratorial.,sklearn_gb_v2_familia,sklearn_v2,0.0,0.0,1,Baixo,7.9,Baixo,Baixo,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
