municipio,exames,tat_mediano_dias,tat_p90_dias,tat_lab_mediano_dias,logistica_mediana_dias,pct_liberado_48h,pct_liberado_48h_coleta,pct_liberado_7d,pct_liberado_14d,pct_rejeitado,backlog_estimado,pct_inconclusivo,pct_liberado,fonte,anos_referencia,interpretacao,volume_norm,backlog_norm,tat_p90_norm,rejeicao_norm,indice_pressao_rede,faixa_pressao,formula_pressao,sla_48h_fonte,sla_crise,tipo_sinal_sla,pct_liberado_48h_limiar_crise,tat_p90_limiar_crise,exames_ultima_se,exames_mediana_8se,razao_exames_vs_hist,silencio_gal_alerta,tipo_silencio_gal,silencio_gal_vs_vizinhos,exames_mediana_vizinhos,epi_year_ref,epi_week_ref,fonte_silencio,nota_silencio,silencio_sinan_territorial,silencio_gal_distinto_sinan,divergencia_gal_notif,tipo_divergencia,fonte_divergencia,exames_janela,notificacoes_janela,prioridade_emergencia,sinal,acao_sugerida,responsavel,prazo_acao,checklist_operacional,tipo_sinal_pressao,prob_pressao_alta_proxima_janela,limiar_pressao_predita,pressao_predita_acima_limiar,faixa_pressao_predita,drivers_pressao_predita,acao_pressao_predita,tipo_sinal_pressao_predita
CARUTAPERA,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,2.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0932,0.3,False,baixa,tests_ma4=2 (imp=0.572); indice_pressao_proxy=12.2 (imp=0.0408); tests_ma8=2 (imp=0.149); tests_pct_estadual=0.571 (imp=0.106); confianca_dado=0.781 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
CASCAVEL,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0158,0.3,False,baixa,tests_ma4=1 (imp=0.572); indice_pressao_proxy=10.7 (imp=0.0408); tests_ma8=1.75 (imp=0.149); confianca_dado=0.694 (imp=0.0391); tests_pct_estadual=0.195 (imp=0.106),Manter rotina de desempenho da rede laboratorial.,Predito
CASSILANDIA,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0226,0.3,False,baixa,tests_ma4=1.25 (imp=0.572); indice_pressao_proxy=11 (imp=0.0408); tests_ma8=1.12 (imp=0.149); confianca_dado=0.738 (imp=0.0391); tests_pct_estadual=0.257 (imp=0.106),Manter rotina de desempenho da rede laboratorial.,Predito
CASTILHO,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,2.0,0.0,,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0169,0.3,False,baixa,tests=2 (imp=0.00238); tests_lag1=nan (imp=0.0135); tests_ma4=nan (imp=0.572); tests_ma8=nan (imp=0.149); tests_trend=nan (imp=0.00576),Manter rotina de desempenho da rede laboratorial.,Predito
CAXIAS,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.019,0.3,False,baixa,tests_ma4=1.25 (imp=0.572); indice_pressao_proxy=10.7 (imp=0.0408); tests_ma8=1.38 (imp=0.149); confianca_dado=0.738 (imp=0.0391); tests_pct_estadual=0.195 (imp=0.106),Manter rotina de desempenho da rede laboratorial.,Predito
CERES,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,1.0,0.0,,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0171,0.3,False,baixa,tests_ma4=3 (imp=0.572); tests_lag1=5 (imp=0.0135); confianca_dado=0.694 (imp=0.0391); tests_pct_estadual=0.128 (imp=0.106); tests=1 (imp=0.00238),Manter rotina de desempenho da rede laboratorial.,Predito
CHAPADAO DO SUL,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,1.0,0.0,,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0176,0.3,False,baixa,tests_ma4=1.75 (imp=0.572); indice_pressao_proxy=10.4 (imp=0.0408); tests_ma8=1.88 (imp=0.149); confianca_dado=0.694 (imp=0.0391); tests_pct_estadual=0.128 (imp=0.106),Manter rotina de desempenho da rede laboratorial.,Predito
CHAPECO,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.018,0.3,False,baixa,tests_ma4=1.75 (imp=0.572); indice_pressao_proxy=11.4 (imp=0.0408); tests_ma8=1.62 (imp=0.149); tests_lag1=4 (imp=0.0135); confianca_dado=0.694 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
COCALZINHO DE GOIAS,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0643,0.3,False,baixa,tests_ma4=2.75 (imp=0.572); indice_pressao_proxy=10.8 (imp=0.0408); tests_ma8=2.4 (imp=0.149); tests_lag1=4 (imp=0.0135); confianca_dado=0.694 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
CONCEICAO DO ARAGUAIA,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0111,0.3,False,baixa,tests_ma4=1 (imp=0.572); indice_pressao_proxy=11 (imp=0.0408); tests_ma8=1 (imp=0.149); tests_pct_estadual=0.216 (imp=0.106); confianca_dado=0.5 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
CONCORDIA,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,2.0,2.0,1.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0218,0.3,False,baixa,tests_ma4=1.5 (imp=0.572); indice_pressao_proxy=10.9 (imp=0.0408); tests_ma8=1.62 (imp=0.149); tests_pct_estadual=0.346 (imp=0.106); confianca_dado=0.738 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
CONQUISTA D''OESTE,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,4.0,1.0,4.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0426,0.3,False,baixa,tests_ma4=2.25 (imp=0.572); indice_pressao_proxy=11.8 (imp=0.0408); tests_ma8=1.75 (imp=0.149); tests_pct_estadual=0.556 (imp=0.106); tests_lag1=3 (imp=0.0135),Manter rotina de desempenho da rede laboratorial.,Predito
COROATA,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0169,0.3,False,baixa,tests_ma4=1.25 (imp=0.572); indice_pressao_proxy=11.4 (imp=0.0408); tests_ma8=1.57 (imp=0.149); confianca_dado=0.694 (imp=0.0391); tests_pct_estadual=0.216 (imp=0.106),Manter rotina de desempenho da rede laboratorial.,Predito
CORONEL FABRICIANO,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0201,0.3,False,baixa,tests=1 (imp=0.00238); tests_lag1=nan (imp=0.0135); tests_ma4=nan (imp=0.572); tests_ma8=nan (imp=0.149); tests_trend=nan (imp=0.00576),Manter rotina de desempenho da rede laboratorial.,Predito
CORUMBA,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0158,0.3,False,baixa,tests_ma4=1 (imp=0.572); indice_pressao_proxy=11.1 (imp=0.0408); tests_ma8=1.12 (imp=0.149); confianca_dado=0.694 (imp=0.0391); tests_pct_estadual=0.193 (imp=0.106),Manter rotina de desempenho da rede laboratorial.,Predito
CORURIPE,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0111,0.3,False,baixa,tests_ma4=1.25 (imp=0.572); indice_pressao_proxy=11 (imp=0.0408); tests_ma8=1.2 (imp=0.149); tests_pct_estadual=0.216 (imp=0.106); confianca_dado=0.5 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
COSTA RICA,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0808,0.3,False,baixa,tests_ma4=2.5 (imp=0.572); indice_pressao_proxy=12 (imp=0.0408); tests_ma8=2.2 (imp=0.149); tests_pct_estadual=0.289 (imp=0.106); confianca_dado=0.694 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
COXIM,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0111,0.3,False,baixa,tests_ma4=1 (imp=0.572); indice_pressao_proxy=11 (imp=0.0408); tests_ma8=1.29 (imp=0.149); tests_pct_estadual=0.216 (imp=0.106); confianca_dado=0.5 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
CRUZEIRO DO SUL,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,8.0,1.0,8.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.1547,0.3,False,baixa,tests_ma4=3.25 (imp=0.572); indice_pressao_proxy=13.5 (imp=0.0408); tests_ma8=2.62 (imp=0.149); tests_pct_estadual=0.692 (imp=0.106); confianca_dado=0.825 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
CUJUBIM,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0169,0.3,False,baixa,tests_ma4=1.25 (imp=0.572); indice_pressao_proxy=11.4 (imp=0.0408); tests_ma8=1.12 (imp=0.149); confianca_dado=0.694 (imp=0.0391); tests_lag1=2 (imp=0.0135),Manter rotina de desempenho da rede laboratorial.,Predito
CURITIBA,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,8.0,2.0,4.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.1365,0.3,False,baixa,tests_ma4=3.5 (imp=0.572); indice_pressao_proxy=13.5 (imp=0.0408); tests_ma8=2.25 (imp=0.149); tests_pct_estadual=0.692 (imp=0.106); confianca_dado=0.738 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
DIANOPOLIS,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0168,0.3,False,baixa,tests_ma4=1.67 (imp=0.572); indice_pressao_proxy=10.7 (imp=0.0408); tests_ma8=1.67 (imp=0.149); tests_lag1=3 (imp=0.0135); confianca_dado=0.694 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
